nazev,nazev_zkrac,izo,ico,druh,druh_nazev,kraj,okres,obec,ulice,psc,kapacita,pocet_zaku,email,telefon,web,zrizovatel,zrizovatel_typ,reditel,datum_vzniku,rúian,lat,lon,competition_count,competition_density,dotace_had,dotace_last_year,dotace_total_czk,score_total,score_dotace,score_size,score_vz_gap,score_region,score_competition,pristup,pristup_label,priorita,rank
"Střední škola zemědělská, Přerov, Osmek 47",Střední škola zemědělská,000099783,63701171,C00,Střední škola,Olomoucký kraj,Přerov,Přerov,Osmek 367,75002,600.0,420,ssze@sszeprerov.cz,,,Olomoucký kraj,7,Mgr. Jana Zdráhalová,2005-01-01,11220601.0,49.4641272,17.4571694,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2559
"Střední průmyslová škola stavební, Lipník nad Bečvou, Komenského sady 257",SPŠ stavební,000842907,70259941,C00,Střední škola,Olomoucký kraj,Přerov,Lipník nad Bečvou,Komenského sady 257,75131,450.0,315,info@spsslipnik.cz,,,Olomoucký kraj,7,Mgr.  Radim Navrátil,2005-01-01,11313251.0,49.529501,17.5863109,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2560
"Základní škola a Mateřská škola Cihelní, Karviná, příspěvková organizace",Základní škola a Mateřská škola Cihelní,048004537,48004537,B00,Základní škola,Moravskoslezský kraj,Karviná,Karviná,Cihelní 1666,73506,700.0,489,cihelni@cihelni.cz,,,Statutární město Karviná,2,Mgr. Zdeněk Jelínek,2005-01-01,24254185.0,49.8595203,18.5361889,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2561
Střední průmyslová škola elektrotechniky a informatiky Mohelnice,SPŠ elektrotechniky a informatiky,102692254,00843105,C00,Střední škola,Olomoucký kraj,Šumperk,Mohelnice,Gen. Svobody 183,78985,670.0,468,info@spsemoh.cz,,,Olomoucký kraj,7,Mgr.  Tomáš Zárybnický,2005-01-01,8124493.0,49.774235,16.917775,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2562
"Základní škola Nový Jičín, Komenského 68, příspěvková organizace",Základní škola,102232849,00848328,B00,Základní škola,Moravskoslezský kraj,Nový Jičín,Nový Jičín,Komenského 1118,74101,570.0,399,hajdova@zsko68nj.cz,,,Město Nový Jičín,2,RNDr. Svatava Hajdová,2005-01-01,8391718.0,49.5976976,18.0153538,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2563
"Polská základní škola a mateřská škola – Polska Szkoła Podstawowa i Przedszkole Český Těšín, příspěvková organizace",Polská ZŠ a MŠ,048805491,48805491,B00,Základní škola,Moravskoslezský kraj,Karviná,Český Těšín,Havlíčkova 213,73701,550.0,385,skola@zsptesin.cz,,,Město Český Těšín,2,Mgr. Marek Grycz,2005-01-01,5763941.0,49.7436881,18.6256577,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2564
Základní škola Havířov-Šumbark Gen. Svobody 16/284 okres Karviná,Základní škola,048805513,48805513,B00,Základní škola,Moravskoslezský kraj,Karviná,Havířov,Generála Svobody 284,73601,650.0,454,skolni.sekretariat@zssvobody.cz,,,Statutární město Havířov,2,Mgr. Martin Švrček,2005-01-01,24870838.0,49.8013213,18.4151988,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2565
Střední odborná škola lesnická a strojírenská Šternberk,SOŠ lesnická a strojírenská,000848794,00848794,C00,Střední škola,Olomoucký kraj,Olomouc,Šternberk,Dvorská 960,78501,647.0,452,reditel@sou-stbk.cz,,,Olomoucký kraj,7,Ing. Pavel Andrys,2005-01-01,16348125.0,49.732975,17.298705,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2566
"Základní škola a Mateřská škola Bohumín Čs. armády 1026 okres Karviná, příspěvková organizace",Základní škola a Mateřská škola,102156581,61988731,B00,Základní škola,Moravskoslezský kraj,Karviná,Bohumín,Čs. armády 1026,73581,700.0,489,sekretariat@zscsa.cz,,,Město Bohumín,2,Mgr. Adrian Kuder,2005-01-01,18839703.0,49.905478,18.3504357,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2567
Obchodní akademie Tomáše Bati a Vyšší odborná škola ekonomická Zlín,Obch.akademie T.Bati a VOŠ ekonomická,102319944,00566411,C00,Střední škola,Zlínský kraj,Zlín,Zlín,nám. T. G. Masaryka 3669,76001,600.0,420,oatb@oazlin.cz,,,Zlínský kraj,7,Mgr. Petr Bělaška,2005-01-01,4241142.0,49.2220438,17.66506,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2568
"Základní škola a Mateřská škola Kopřivnice, 17. listopadu 1225 okres Nový Jičín, příspěvková organizace",Základní škola a Mateřská škola,102113378,47998121,B00,Základní škola,Moravskoslezský kraj,Nový Jičín,Kopřivnice,17. listopadu 1225,74221,620.0,434,skola@zskop17.cz,,,Město Kopřivnice,2,Mgr. Zdeňka Havlíková,2005-01-01,8459193.0,49.6057436,18.1383526,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2569
Základní škola a Mateřská škola Lutín příspěvková organizace,Základní škola a Mateřská škola,102308659,70986207,B00,Základní škola,Olomoucký kraj,Olomouc,Lutín,Školní 80,78349,470.0,329,l.souskova@zsms.lutin.cz,,,Obec Lutín,2,Mgr. Lenka Soušková,2005-01-01,16184629.0,49.5578751,17.1351988,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2570
"Základní škola a Mateřská škola Mendelova, Karviná, příspěvková organizace",Základní škola a MŠ Mendelova,102168164,62331388,B00,Základní škola,Moravskoslezský kraj,Karviná,Karviná,Einsteinova 2871,73301,600.0,420,leona.mechurova@mendelova.cz,,,Statutární město Karviná,2,Mgr. Leona Mechúrová,2005-01-01,24212229.0,49.867995,18.558225,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2571
Obchodní akademie a Vyšší odborná škola Valašské Meziříčí,Obchodní akademie a VOŠ,000843504,00843504,C00,Střední škola,Zlínský kraj,Vsetín,Valašské Meziříčí,Jičínská 17,75701,576.0,403,lmichalikova@oavm.cz,,,Zlínský kraj,7,Mgr. Andrea Hlavatá,2005-01-01,24267937.0,49.477025,17.9734538,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2572
"Střední škola, Odry, příspěvková organizace",Střední škola,107880873,00577910,C00,Střední škola,Moravskoslezský kraj,Nový Jičín,Odry,Sokolovská 647,74235,550.0,385,info@ssodry.cz,,,Moravskoslezský kraj,7,Mgr. Jana Kellnerová,2005-01-01,8470634.0,49.6649563,17.8263813,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2573
"Základní škola Bruntál, Okružní 38, příspěvková organizace",Základní škola,103480340,75026961,B00,Základní škola,Moravskoslezský kraj,Bruntál,Bruntál,Okružní 1890,79201,490.0,343,ucetni@zsbrok.cz,,,Město Bruntál,2,Mgr. Leoš Sekanina,2005-01-01,25466526.0,49.98766,17.4685525,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2574
"EDUCA - Střední odborná škola, s.r.o.","EDUCA - SOŠ, s.r.o.",110025580,64087859,C00,Střední škola,Moravskoslezský kraj,Nový Jičín,Nový Jičín,B. Martinů 1994,74101,480.0,336,educa@educa-sos.eu,,,,5,Mgr. Aleš Medek,2005-01-01,8400342.0,49.5895913,17.9974319,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2575
Střední průmyslová škola strojnická Vsetín,Střední průmyslová škola strojnická,000843407,00843407,C00,Střední škola,Zlínský kraj,Vsetín,Vsetín,Pod Strání 1776,75501,600.0,420,spss@spssvsetin.cz,,,Zlínský kraj,7,Ing. Miroslav Václavík,2005-01-01,26016044.0,49.3351135,18.0030772,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2576
"Gymnázium, Šternberk, Horní náměstí 5",Gymnázium,000601764,00601764,C00,Střední škola,Olomoucký kraj,Olomouc,Šternberk,Horní náměstí 167,78501,702.0,491,kanakova@gymst.cz,,,Olomoucký kraj,7,Mgr. Tamara Kaňáková,2005-01-01,16340752.0,49.7319976,17.3005975,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2577
Gymnázium Valašské Klobouky,Gymnázium,102319928,61716707,C00,Střední škola,Zlínský kraj,Zlín,Valašské Klobouky,Komenského 60,76601,480.0,336,info@gymnazium-vk.cz,,,Zlínský kraj,7,Mgr. Jaroslav Šůstek,2005-01-01,4028082.0,49.1403877,18.0050614,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2578
Střední škola technická Mohelnice,Střední škola technická Mohelnice,130002216,00851205,C00,Střední škola,Olomoucký kraj,Šumperk,Loštice,None 18,78983,700.0,489,sstzmoh@sstzmoh.cz,,,Olomoucký kraj,7,PhDr. Jiří Ženožička,2005-01-01,8023905.0,49.7449432,16.9281353,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2579
"Základní škola a Mateřská škola Petrovice u Karviné, příspěvková organizace",Základní škola a Mateřská škola,102168326,75028913,B00,Základní škola,Moravskoslezský kraj,Karviná,Petrovice u Karviné,None 46,73572,450.0,315,zspetroviceuk@seznam.cz,,,Obec Petrovice u Karviné,2,Mgr. Bořivoj Vlček,2005-01-01,18152198.0,49.8958672,18.5477896,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2580
"Základní škola Frýdlant nad Ostravicí, Komenského 420, příspěvková organizace",Základní škola,102080879,73184519,B00,Základní škola,Moravskoslezský kraj,Frýdek-Místek,Frýdlant nad Ostravicí,Komenského 420,73911,610.0,427,reditel@zskomenskehofno.cz,,,Město Frýdlant nad  Ostravicí,2,Mgr. Anna Matějová,2005-01-01,20591608.0,49.5909238,18.3602338,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2581
"Střední průmyslová škola, Přerov, Havlíčkova 2",Střední průmyslová škola,000842915,70259925,C00,Střední škola,Olomoucký kraj,Přerov,Přerov,Havlíčkova 377,75002,480.0,336,sps@sps-prerov.cz,,,Olomoucký kraj,7,Mgr.  Blanka Chytilová,2005-01-01,11220708.0,49.4508605,17.4493683,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2582
"Základní škola a Mateřská škola Bohumín tř. Dr. E. Beneše 456 okres Karviná, příspěvková organizace",Základní škola a Mateřská škola,102156603,75029120,B00,Základní škola,Moravskoslezský kraj,Karviná,Bohumín,tř. Dr. E. Beneše 456,73581,470.0,329,skola@zsbenese.eu,,,Město Bohumín,2,Mgr. Barbora Bolcarovičová,2005-01-01,18834647.0,49.9032863,18.3525813,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2583
Gymnázium Františka Palackého Valašské Meziříčí,Gymnázium Františka Palackého,000843369,00843369,C00,Střední škola,Zlínský kraj,Vsetín,Valašské Meziříčí,Husova 146,75701,515.0,360,mojmir.zetek@gfpvm.cz,,,Zlínský kraj,7,Mgr. Mojmír Zetek,2005-01-01,24275531.0,49.470716,17.9684957,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2584
Gymnázium Jana Pivečky  a Střední odborná škola Slavičín,Gymnázium Jana Pivečky a SOŠ,108011020,46276327,C00,Střední škola,Zlínský kraj,Zlín,Slavičín,None 119,76321,600.0,420,lpavelkova@gjpsosslavicin.cz,,,Zlínský kraj,7,Mgr. Libuše Pavelková,2005-01-01,25007424.0,49.0889594,17.874808,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2585
Gymnázium Otrokovice,Gymnázium,102319936,61716693,C00,Střední škola,Zlínský kraj,Zlín,Otrokovice,tř. Spojenců 907,76502,435.0,304,gymnazium@gyotr.cz,,,Zlínský kraj,7,Mgr. Ivo Kramář,2005-01-01,4142420.0,49.2172288,17.512265,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2586
"Střední odborná škola, Šumperk, Zemědělská 3",Střední odborná škola,102692220,00852384,C00,Střední škola,Olomoucký kraj,Šumperk,Šumperk,Zemědělská 2115,78701,600.0,420,sos@edusum.cz,,,Olomoucký kraj,7,Ing. Bc. Jan Sýkora,2005-01-01,14278626.0,49.9728865,16.9641776,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2587
"Obchodní akademie a Jazyková škola s právem státní jazykové zkoušky, Šumperk, Hlavní třída 31",Obch.akademie a Jazyk.škola s právem SJZ,102692190,49589679,C00,Střední škola,Olomoucký kraj,Šumperk,Šumperk,Hlavní třída 652,78701,450.0,315,sekretariat@oa-sumperk.cz,,,Olomoucký kraj,7,Ing. Tom Ristovský,2005-01-01,14264153.0,49.9663024,16.9795617,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2588
Gymnázium Rožnov pod Radhoštěm,Gymnázium Rožnov pod Radhoštěm,000843393,00843393,C00,Střední škola,Zlínský kraj,Vsetín,Rožnov pod Radhoštěm,Koryčanské Paseky 1725,75661,490.0,343,jknesl@gymroznov.cz,,,Zlínský kraj,7,"Mgr. Jaroslav Knesl, MBA",2005-01-01,17216214.0,49.4664143,18.128996,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2589
Základní škola Havířov-Podlesí K. Světlé 1/1372 okres Karviná,Základní škola,048805424,48805424,B00,Základní škola,Moravskoslezský kraj,Karviná,Havířov,Karolíny Světlé 1372,73601,500.0,350,zssvetle.havirov@seznam.cz,,,Statutární město Havířov,2,"Ing. Mgr.et Mgr. Bc. Petr Ptáček, Ph.D., MBA",2005-01-01,24856126.0,49.7722551,18.4536613,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2590
"Obchodní akademie a Jazyková škola s právem státní jazykové zkoušky, Přerov, Bartošova 24",Obch.akademie a Jazyk.škola s právem SJZ,000842885,61985996,C00,Střední škola,Olomoucký kraj,Přerov,Přerov,Bartošova 1940,75002,450.0,315,info@oaprerov.cz,,,Olomoucký kraj,7,Ing. Ladislav Abrahám,2005-01-01,11232099.0,49.4531884,17.446635,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2591
"Základní škola a mateřská škola Český Těšín Pod Zvonek, příspěvková organizace",Základní škola a mateřská škola,048004693,48004693,B00,Základní škola,Moravskoslezský kraj,Karviná,Český Těšín,Pod Zvonek 1835,73701,600.0,420,info@podzvonek.cz,,,Město Český Těšín,2,Mgr. Renáta Čalová Wapieniková,2005-01-01,5780012.0,49.7316363,18.6172838,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2592
"Sportovní gymnázium Dany a Emila Zátopkových, Ostrava, příspěvková organizace",Sportovní gymnázium D. a  E. Zátopkových,000602060,00602060,C00,Střední škola,Moravskoslezský kraj,Ostrava-město,Ostrava,Plzeňská 2627,70030,512.0,358,sg@sportgym-ostrava.cz,,,Moravskoslezský kraj,7,PhDr. Tomáš Pracný,2005-01-01,3278336.0,49.7929843,18.2462437,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2593
"Základní škola Mikulovice, okres Jeseník",Základní škola,102680337,62350820,B00,Základní škola,Olomoucký kraj,Jeseník,Mikulovice,Hlavní 346,79084,494.0,345,reditel@mikulovicezs.cz,,,Obec Mikulovice,2,Mgr. Roman Šťastný,2005-01-01,15425797.0,50.2986187,17.322241,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2594
"Základní škola Prostějov, ul. E. Valenty 52",Základní škola,102591261,47922303,B00,Základní škola,Olomoucký kraj,Prostějov,Prostějov,Edvarda Valenty 3970,79603,680.0,475,posta@zsval.cz,,,Statutární město Prostějov,2,Mgr. Radim Weisser,2005-01-01,24847666.0,49.4803837,17.112876,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2595
"Základní škola Němčice nad Hanou, příspěvková organizace",Základní škola,102591458,47922346,B00,Základní škola,Olomoucký kraj,Prostějov,Němčice nad Hanou,Tyršova 360,79827,600.0,420,skola@zsnemcicenh.cz,,,Město Němčice nad Hanou,2,Mgr. Hana Matušková,2005-01-01,10534318.0,49.3446793,17.209272,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2596
"Matiční gymnázium, Ostrava, příspěvková organizace",Matiční gymnázium,000842761,00842761,C00,Střední škola,Moravskoslezský kraj,Ostrava-město,Ostrava,Dr. Šmerala 2565,70200,660.0,461,info@mgo.cz,,,Moravskoslezský kraj,7,Mgr. Ladislav Vasevič,2005-01-01,3195023.0,49.8390866,18.2907671,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2597
"Gymnázium Hladnov a Jazyková škola s právem státní jazykové zkoušky, Ostrava, příspěvková organizace",Gymnázium Hladnov a JŠ s právem SJZ,000842753,00842753,C00,Střední škola,Moravskoslezský kraj,Ostrava-město,Ostrava,Hladnovská 1332,71000,570.0,399,jiri.ptasek@hladnov.cz,,,Moravskoslezský kraj,7,Mgr. Daniel Kašička,2005-01-01,3214061.0,49.8463317,18.3050347,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2598
"Gymnázium, Ostrava-Zábřeh, Volgogradská 6a, příspěvková organizace",Gymnázium,000842737,00842737,C00,Střední škola,Moravskoslezský kraj,Ostrava-město,Ostrava,Volgogradská 2632,70030,500.0,350,reditel@gyvolgova.cz,,,Moravskoslezský kraj,7,Mgr. Vít Schindler,2005-01-01,3278387.0,49.794306,18.2271819,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2599
"Gymnázium Olgy Havlové, Ostrava-Poruba, příspěvková organizace",Gymnázium Olgy Havlové,000602159,00602159,C00,Střední škola,Moravskoslezský kraj,Ostrava-město,Ostrava,Marie Majerové 1691,70800,664.0,464,reditel@gyohavl.cz,,,Moravskoslezský kraj,7,Mgr. Jana Huvarová,2005-01-01,3300251.0,49.84655,18.1733088,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2600
"Základní škola Ilji Hurníka Opava, Ochranova 6 - příspěvková organizace",Základní škola Ilji Hurníka,102432562,70999236,B00,Základní škola,Moravskoslezský kraj,Opava,Opava,Pekařská 679,74601,550.0,385,skola@zsochranova.cz,,,Statutární město Opava,2,Mgr. Monika Jarošová,2005-01-01,24369811.0,49.9458413,17.9038688,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2601
"Základní škola Javorník, okres Jeseník",Základní škola,102680132,63696517,B00,Základní škola,Olomoucký kraj,Jeseník,Javorník,Školní 72,79070,600.0,420,reditelna@zsjavornik.cz,,,Město Javorník,2,Mgr. Marek Bury,2005-01-01,20661291.0,50.3914313,17.0045413,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2602
"Gymnázium, Ostrava-Hrabůvka, příspěvková organizace",Gymnázium,000842745,00842745,C00,Střední škola,Moravskoslezský kraj,Ostrava-město,Ostrava,Františka Hajdy 1429,70030,670.0,468,kancelar@ghrabuvka.cz,,,Moravskoslezský kraj,7,Mgr. Šárka Staníčková,2005-01-01,3251357.0,49.7799149,18.2621342,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2603
"Jazykové gymnázium Pavla Tigrida, Ostrava-Poruba, příspěvková organizace",Jazykové gymnázium Pavla Tigrida,000850047,61989011,C00,Střední škola,Moravskoslezský kraj,Ostrava-město,Ostrava,Gustava Klimenta 493,70800,600.0,420,info@jazgym.cz,,,Moravskoslezský kraj,7,Ing. Monika Kocháňová,2005-01-01,3288153.0,49.8245824,18.1716168,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2604
"Střední odborné učiliště stavební, Opava, příspěvková organizace",SOU stavební,018054455,18054455,C00,Střední škola,Moravskoslezský kraj,Opava,Opava,Boženy Němcové 2309,74601,585.0,409,sekretariat@soustop.cz,,,Moravskoslezský kraj,7,Mgr. Miroslav Weisz,2005-01-01,4523792.0,49.9306463,17.9118,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2605
"Soukromá střední škola podnikatelská, s.r.o., Opava",Soukr.střední škola podnikatelská s.r.o.,110012437,25359649,C00,Střední škola,Moravskoslezský kraj,Opava,Opava,Hlavní 282,74706,555.0,388,sekretariat@podnikatelskaskola.cz,,,,5,Mgr. Lukáš Zemek,2005-01-01,24371866.0,49.9190888,17.9162625,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2606
"Střední průmyslová škola stavební, Opava, příspěvková organizace",Střední průmyslová škola stavební,000601888,47813148,C00,Střední škola,Moravskoslezský kraj,Opava,Opava,Mírová 630,74601,450.0,315,info@spsopava.cz,,,Moravskoslezský kraj,7,Ing. Karla Labudová,2005-01-01,4510291.0,49.9359538,17.8988075,0,0.5,False,,0,41.8,0.0,18.8,15.0,3.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,2607
