nazev,nazev_zkrac,izo,ico,druh,druh_nazev,kraj,okres,obec,ulice,psc,kapacita,pocet_zaku,email,telefon,web,zrizovatel,zrizovatel_typ,reditel,datum_vzniku,rúian
"Základní škola a mateřská škola Brno, Přemyslovo nám. 1, příspěvková organizace",Základní škola a mateřská škola,062156420,62156420,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Přemyslovo náměstí 89,62700,400.0,280,reditelka@zspremyslovo.cz,,,"Statutární město Brno, městská část Brno-Slatina",2,Mgr. Světlana Brankovská,2005-01-01,19542241.0
"Základní škola a mateřská škola Brno, Horní 16, příspěvková organizace",Základní škola a mateřská škola,062157060,62157060,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Horní 742,63900,500.0,350,info@zshorni.cz,,,"Statutární město Brno, městská část Brno-střed",2,Mgr. Martin Petržela,2005-01-01,19129947.0
"Základní škola, Brno, Košinova 22, příspěvková organizace",Základní škola,062157108,62157108,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Košinova 661,61200,350.0,244,reditel@zskosinova.cz,,,"Statutární město Brno, městská část Brno-Královo Pole",2,Mgr. Boris Mičánek,2005-01-01,19699468.0
"Základní škola, Brno, Herčíkova 19, příspěvková organizace",Základní škola,062157116,62157116,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Herčíkova 2499,61200,820.0,574,reditel@zshercikova.cz,,,"Statutární město Brno, městská část Brno-Královo Pole",2,Mgr. Ronald Martini,2005-01-01,19718993.0
"Základní škola Brno, Novoměstská 21, příspěvková organizace",Základní škola,102067589,70262969,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Novoměstská 1887,62100,570.0,399,kancelar@zsnovomestska.cz,,,"Statutární město Brno, městská část Brno-Řečkovice a Mokrá Hora",2,Mgr. Josef Jelínek,2005-01-01,19512384.0
"Základní škola a Mateřská škola, Brno, Jana Broskvy 3, příspěvková organizace",Základní škola a Mateřská škola,102067449,64328678,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Jana Broskvy 388,64300,540.0,378,zschrlice@zschrlice.cz,,,"Statutární město Brno, městská část Brno-Chrlice",2,PaedDr. Marie Vlčková,2005-01-01,19062737.0
"Základní škola a Mateřská škola Brno, Pavlovská 16, příspěvková organizace",Základní škola,044994036,44994036,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Pavlovská 576,62300,580.0,406,info@zspavlovska.cz,,,"Statutární město Brno, městská část Brno-Kohoutovice",2,Mgr. Lumír Sedláček,2005-01-01,19385099.0
"Základní škola, Brno, Holzova 1, příspěvková organizace",Základní škola,048512524,48512524,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Holzova 1461,62800,765.0,535,petra.slavickova@zsholzova.cz,,,"Statutární město Brno, městská část Brno-Líšeň",2,Ing. Petra Slavíčková,2005-01-01,19425261.0
"Základní škola a mateřská škola Brno, Jihomoravské nám. 2",Základní škola a mateřská škola,062156527,62156527,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Jihomoravské náměstí 1089,62700,565.0,395,zsjihomoravskenam@zsjihomoravske.cz,,,"Statutární město Brno, městská část Brno-Slatina",2,Mgr. Michaela Kašíková,2005-01-01,19553196.0
"Základní škola, Brno, Slovanské nám. 2, příspěvková organizace",Základní škola,062156969,62156969,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Slovanské náměstí 1218,61200,840.0,588,jalovy@zsslovanak.cz,,,"Statutární město Brno, městská část Brno-Královo Pole",2,Mgr. David Jalový,2005-01-01,19704411.0
"Základní škola Brno, Hroznová 1, příspěvková organizace",Základní škola,048512672,48512672,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Hroznová 65,60300,470.0,329,vedeni@zshroznova.cz,,,"Statutární město Brno, městská část Brno-střed",2,Mgr. Jakub Žák,2005-01-01,19141092.0
"Základní škola a mateřská škola Brno, Husova 17, příspěvková organizace",Základní škola a mateřská škola,060556188,60556188,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Rašínova 119,60200,580.0,406,reditel@zshusovabrno.cz,,,"Statutární město Brno, městská část Brno-střed",2,Mgr. Roman Tlustoš,2005-01-01,25175921.0
"Základní škola Brno, Horácké náměstí 13, příspěvková organizace",Základní škola,049465481,49465481,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Uprkova 1932,62100,960.0,672,skola@zshoracke.org,,,"Statutární město Brno, městská část Brno-Řečkovice a Mokrá Hora",2,Mgr. et Mgr. Ivana Melichárková,2005-01-01,19512872.0
"Základní škola a Mateřská škola, Brno, Elišky Přemyslovny 10, příspěvková organizace",Základní škola a Mateřská škola,062156632,62156632,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Elišky Přemyslovny 497,62500,274.0,191,kotaskova.m@email.cz,,,"Statutární město Brno, městská část Brno-Starý Lískovec",2,Mgr. Margita Kotásková,2005-01-01,19563922.0
"Základní škola Brno, Laštůvkova 77, příspěvková organizace",Základní škola,044994052,44994052,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Laštůvkova 920,63500,850.0,595,reditel@zslastuvkova.cz,,,"Statutární město Brno, městská část Brno-Bystrc",2,Petr Křivka,2005-01-01,19316704.0
"Základní škola, Brno, Novolíšeňská 10, příspěvková organizace",Základní škola,048512401,48512401,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Novolíšeňská 2411,62800,850.0,595,skola@zsnovolisenska.cz,,,"Statutární město Brno, městská část Brno-Líšeň",2,RNDr. Josef Novák,2005-01-01,19435649.0
"Základní škola a mateřská škola Brno, Křídlovická 30b, příspěvková organizace",Základní škola a mateřská škola,048512630,48512630,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Křídlovická 513,60300,750.0,525,kancelar@zskridlovicka.cz,,,"Statutární město Brno, městská část Brno-střed",2,RNDr. Jarmila Bavlnková,2005-01-01,19108036.0
"Základní škola a mateřská škola Brno, Vedlejší 10, příspěvková organizace",Základní škola a mateřská škola Brno,060555823,60555823,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Vedlejší 655,62500,810.0,567,info@zsvedlejsi.cz,,,"Statutární město Brno, městská část Brno-Bohunice",2,Mgr. Michal Klaška,2005-01-01,19217307.0
"Základní škola, Brno, Jasanová 2, příspěvková organizace",Základní škola,044994290,44994290,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Jasanová 647,63700,470.0,329,hospodar@zsjundrov.cz,,,"Statutární město Brno, městská část Brno-Jundrov",2,Mgr. Přemysl Jeřábek,2005-01-01,19367121.0
"Tyršova základní škola, Brno, Kuldova 38",Tyršova základní škola,048511111,48511111,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Kuldova 734,61500,380.0,266,mjedlickova@zskuldova.cz,,,"Statutární město Brno, městská část Brno-Židenice",2,Mgr. Michaela Jedličková,2005-01-01,19670656.0
"Základní škola, Brno, Kamínky 5, příspěvková organizace",Základní škola,048511226,48511226,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Kamínky 368,63400,540.0,378,skola@zskaminky.cz,,,"Statutární město Brno, městská část Brno-Nový Lískovec",2,"Mgr. Petr Novák, Ph.D.",2005-01-01,19484089.0
"Základní škola J. A. Komenského a Mateřská škola Brno, nám. Republiky 10, příspěvková organizace",ZŠ J. A. Komenského a Mateřská škola,048512184,48512184,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,náměstí Republiky 1536,61400,550.0,385,prochazka@zsnamrep.cz,,,"Statutární město Brno, městská část Brno-sever",2,Mgr. Roman Procházka,2005-01-01,19255756.0
"Základní škola a mateřská škola Brno, Křenová 21, příspěvková organizace",Základní škola a mateřská škola,048512664,48512664,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Mlýnská 319,60200,300.0,210,zskrenova@zskrenova.cz,,,"Statutární město Brno, městská část Brno-střed",2,Mgr. Zdeněk Lichtneger,2005-01-01,19208898.0
"Základní škola a mateřská škola Brno, Antonínská 3, příspěvková organizace",Základní škola a mateřská škola,048512711,48512711,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Antonínská 550,60200,550.0,385,libor.tomanek@zsantoninska.cz,,,"Statutární město Brno, městská část Brno-střed",2,Mgr. Libor Tománek,2005-01-01,19171552.0
"Základní škola Brno, Hamry 12, příspěvková organizace",Základní škola,049465538,49465538,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Hamry 576,61400,445.0,311,varmuzova@zshamry.cz,,,"Statutární město Brno, městská část Brno-Maloměřice a Obřany",2,Mgr. Velena Varmužová,2005-01-01,19447809.0
"Základní škola Brno, Otevřená 20a, příspěvková organizace",Základní škola,049466208,49466208,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Otevřená 986,64100,730.0,510,info@zszebetin.cz,,,"Statutární město Brno, městská část Brno-Žebětín",2,Mgr. Dagmar Šenbergerová,2005-01-01,40922987.0
"Základní škola, Brno, Kneslova 28, příspěvková organizace",Základní škola,049466321,49466321,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Kneslova 697,61800,450.0,315,sekretariat@zskneslova.cz,,,"Statutární město Brno, městská část Brno-Černovice",2,Mgr. Miroslav Hrdlík,2005-01-01,19347677.0
"Základní škola a Mateřská škola Brno, Pastviny 70, příspěvková organizace",Základní škola a Mateřská škola,060555882,60555882,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Pastviny 718,62400,850.0,595,sekretarka@zspastviny.cz,,,"Statutární město Brno, městská část Brno-Komín",2,Mgr. Gabriela Kuběnová,2005-01-01,19678878.0
"Základní škola Brno, Sirotkova 36, příspěvková organizace",Základní škola,062156781,62156781,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Sirotkova 371,61600,780.0,546,zssir@zssirotkova.cz,,,"Statutární město Brno, městská část Brno-Žabovřesky",2,Mgr. Dan Jedlička,2005-01-01,19578199.0
"Základní škola a Mateřská škola, Brno, Staňkova 14, příspěvková organizace",Základní škola a Mateřská škola,062157094,62157094,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Staňkova 327,60200,670.0,468,zsstankova@volny.cz,,,"Statutární město Brno, městská část Brno-Královo Pole",2,"Mgr. Martin Jelínek, MBA",2005-01-01,19748981.0
"Základní škola Brno, Zeiberlichova 49, příspěvková organizace",Základní škola,102055904,70994218,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Zeiberlichova 72,64400,150.0,105,zeiberlichova@wo.cz,,,"Statutární město Brno, městská část Brno-sever",2,Mgr. Pavla Kunovjánková,2005-01-01,19282010.0
"Základní škola a mateřská škola Brno, Blanenská 1, příspěvková organizace",Základní škola a mateřská škola,102055955,70829705,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Blanenská 1,62100,200.0,140,zaplatilkova@zsjehnice.cz,,,"Statutární město Brno, městská část Brno-Jehnice",2,Mgr. Petr Kotyza,2005-01-01,19073569.0
"Základní škola Brno, Bednářova 28, příspěvková organizace",Základní škola,102067007,70435839,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Bednářova 496,61900,300.0,210,zsb@zsb.cz,,,"Statutární město Brno, městská část Brno-jih",2,Mgr. Vlastimil Proks,2005-01-01,19404425.0
"Základní škola, Brno, Bosonožská 9, příspěvková organizace",Základní škola,062156543,62156543,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Bosonožská 381,62500,550.0,385,spackova@zsbos9.cz,,,"Statutární město Brno, městská část Brno-Starý Lískovec",2,Mgr. Lenka Špačková,2005-01-01,19562756.0
"Základní škola Brno, Tuháčkova 25, příspěvková organizace",Základní škola,102067767,70867917,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Tuháčkova 23,61700,520.0,364,info@zstuhackova.cz,,,"Statutární město Brno, městská část Brno-jih",2,Mgr. Adam Koníček,2005-01-01,19391382.0
"Masarykova základní škola, Brno, Kamenačky 3591/4",Masarykova základní škola,048510661,48510661,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Kamenačky 3591,63600,400.0,280,zavrelova.mart@seznam.cz,,,"Statutární město Brno, městská část Brno-Židenice",2,Mgr. Martina Zavřelová,2005-01-01,19655835.0
"Základní škola Brno, Janouškova 2, příspěvková organizace",Základní škola,049466615,49466615,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Janouškova 577,61300,800.0,560,vedeni@zsjanouskova.cz,,,"Statutární město Brno, městská část Brno-sever",2,Mgr. Jan Maroši,2005-01-01,19293704.0
"Základní škola Brno, Hudcova 35, příspěvková organizace",Základní škola,062156888,62156888,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Hudcova 81,62100,586.0,410,reditel@zshudcova.cz,,,"Statutární město Brno, městská část Brno-Medlánky",2,Mgr. Jakub Cimala,2005-01-01,19471343.0
"Základní škola a Mateřská škola Brno, Bosonožské nám. 44, příspěvková organizace",Základní škola a Mateřská škola,048513997,48513997,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Bosonožské náměstí 100,64200,150.0,105,skricka@skolabosonohy.cz,,,"Statutární město Brno, městská část Brno-Bosonohy",2,Mgr. Stanislav Skřička,2005-01-01,19224290.0
"Masarykova základní škola a Mateřská škola Brno, Zemědělská 29, příspěvková organizace",Masarykova základní škola a MŠ,049465091,49465091,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Jugoslávská 682,61300,700.0,489,info@maskola.cz,,,"Statutární město Brno, městská část Brno-sever",2,Mgr. Miloš Hrůza,2005-01-01,25083171.0
"Základní škola Brno, Měšťanská 21, příspěvková organizace",Základní škola,102067481,70944776,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Měšťanská 459,62000,600.0,420,reditel@zsmestanska.cz,,,"Statutární město Brno, městská část Brno-Tuřany",2,Mgr. Petr Opletal,2005-01-01,19054122.0
"Základní škola a mateřská škola Chudčice, okres Brno - venkov, příspěvková organizace",Základní škola a mateřská škola,150070730,75002981,B00,Základní škola,Jihomoravský kraj,Brno-venkov,Chudčice,None 19,66471,55.0,38,skola@chudcice.cz,,,Obec Chudčice,2,Mgr. Miroslava Čechová,2005-01-01,26718847.0
"Základní škola a mateřská škola Ketkovice, okres Brno-venkov, příspěvková organizace",Základní škola a mateřská škola,102179875,70981345,B00,Základní škola,Jihomoravský kraj,Brno-venkov,Ketkovice,None 146,66491,80.0,56,zsamsketkovice@seznam.cz,,,Obec Ketkovice,2,Mgr. et Mgr. Petra Burešová,2005-01-01,13185900.0
"Základní škola a mateřská škola Dolní Kounice, příspěvková organizace",Základní škola a mateřská škola,102179921,49458787,B00,Základní škola,Jihomoravský kraj,Brno-venkov,Dolní Kounice,U Sboru 833,66464,600.0,420,info@zsdolnikounice.cz,,,Město Dolní Kounice,2,Mgr. Radim Dubčák,2005-01-01,28181051.0
"Základní škola Kuřim, Tyršova 1255, okres Brno-venkov, příspěvková organizace",Základní škola,102191018,49457888,B00,Základní škola,Jihomoravský kraj,Brno-venkov,Kuřim,Komenského 511,66434,675.0,472,skola@tyrsovkakurim.cz,,,Město Kuřim,2,Mgr. Bc. Hana Kočevová,2005-01-01,24185825.0
"Základní škola a Mateřská škola Střelice, okres Brno-venkov, příspěvková organizace",Základní škola a Mateřská škola,102191212,71011528,B00,Základní škola,Jihomoravský kraj,Brno-venkov,Střelice,Komenského 585,66447,500.0,350,zss@volny.cz,,,Obec Střelice,2,Mgr. David Čížek,2005-01-01,24160873.0
"Základní škola, Šlapanice, okres Brno-venkov, příspěvková organizace",Základní škola,102191239,75023920,B00,Základní škola,Jihomoravský kraj,Brno-venkov,Šlapanice,Masarykovo náměstí 1594,66451,1125.0,787,reditel@zsslapanice.cz,,,Město Šlapanice,2,Mgr. Ivan Hostaša,2005-01-01,24093238.0
"Základní škola Tišnov, Smíškova, příspěvková organizace",Základní škola,102191328,49459708,B00,Základní škola,Jihomoravský kraj,Brno-venkov,Tišnov,Smíškova 840,66601,600.0,420,zssmiskova@tiscali.cz,,,Město Tišnov,2,Mgr. Michal Komprs,2005-01-01,13319981.0
"Základní škola Tišnov, nám. 28. října, příspěvková organizace",Základní škola,102191344,70283940,B00,Základní škola,Jihomoravský kraj,Brno-venkov,Tišnov,nám. 28. října 1708,66601,1030.0,721,sekretariat@tisnov-zs28.cz,,,Město Tišnov,2,PaedDr. Radmila Zhořová,2005-01-01,13323652.0
"Základní škola Újezd u Brna, okres Brno-venkov, příspěvková organizace",Základní škola,102191352,70990794,B00,Základní škola,Jihomoravský kraj,Brno-venkov,Újezd u Brna,Školní 284,66453,500.0,350,reditelstvi@ujezdubrna.info,,,Město Újezd u Brna,2,Mgr. Vladan Kupsa,2005-01-01,24011142.0
"Základní škola, Zbraslav, okres Brno-venkov, příspěvková organizace",Základní škola,102191395,70994099,B00,Základní škola,Jihomoravský kraj,Brno-venkov,Zbraslav,Komenského 280,66484,240.0,168,zszbraslav@zszbraslav.cz,,,Obec Zbraslav,2,Mgr. Miroslav Báňa,2005-01-01,13293796.0
"Základní škola a Mateřská škola Blažovice, příspěvková organizace",Základní škola a Mateřská škola,102179263,70998825,B00,Základní škola,Jihomoravský kraj,Brno-venkov,Blažovice,Nádražní 165,66408,125.0,87,reditel@skolablazovice.eu,,,Obec Blažovice,2,Mgr. Dana Otoupalová,2005-01-01,24101095.0
"Základní škola a Mateřská škola Holasice, okres Brno-venkov",Základní škola a Mateřská škola,102179280,75022630,B00,Základní škola,Jihomoravský kraj,Brno-venkov,Holasice,Palackého 24,66461,115.0,80,hospodarka@zsholasice.cz,,,Obec Holasice,2,Mgr. Marek Trávníček,2005-01-01,13176978.0
"Základní škola, Jiříkovice, okres Brno-venkov, příspěvková organizace",Základní škola,102179301,75024241,B00,Základní škola,Jihomoravský kraj,Brno-venkov,Jiříkovice,Blažovská 79,66451,80.0,56,zs.jirikovice@centrum.cz,,,Obec Jiříkovice,2,Mgr. Hana Páleníková,2005-01-01,23953322.0
